Customer Id,Artist Name,Artist Reputation,Height,Width,Weight,Material,Price Of Sculpture,Base Shipping Price,International,Express Shipment,Installation Included,Transport,Fragile,Customer Information,Remote Location,Scheduled Date,Delivery Date,Customer Location,Cost,delivery_offset,scheduled_year_month,scheduled_month,Customer State,Area,Price per unit weight
fffe3100350034003800,Greg Mendez,0.14,47.0,25.0,40834.0,Bronze,37.22,85.09,No,No,Yes,Roadways,No,Working Class,No,2015-07-29,2015-07-27,"Brittanyside, GA 80351",-652.66,2,2015-07,07,GA,1175.0,0.0009114953225253465
fffe380031003700,Stacey Carlozzi,0.29,32.0,9.0,3102.0,Stone,1800.96,56.04,No,No,Yes,Airways,No,Working Class,No,2016-03-01,2016-03-01,"Jacquelinemouth, WA 65740",-4106.98,0,2016-03,03,WA,288.0,0.5805802707930368
fffe3900370032003400,Beverly Credeur,0.26,13.0,6.0,1534.0,Bronze,5.87,20.72,No,Yes,No,Airways,No,Working Class,No,2017-10-26,2017-10-28,"Reidshire, DC 83551",-190.08,-2,2017-10,10,DC,78.0,0.0038265971316818774
fffe3400370033003400,James Davis,0.54,26.0,9.0,3102.0,Wood,6.47,17.55,No,Yes,Yes,Airways,No,Working Class,No,2018-09-16,2018-09-17,"West Shannonside, WA 15898",-334.98,-1,2018-09,09,WA,234.0,0.0020857511283043197
fffe310033003100,Patricia Crosslin,0.69,21.0,6.0,3954.0,Brass,14.03,16.43,Yes,No,Yes,Waterways,No,Working Class,No,2018-04-30,2018-05-03,"Kruegerchester, TX 85901",-359.72,-3,2018-04,04,TX,126.0,0.0035483055134041476
fffe3800360036003700,Raul White,0.72,44.0,12.0,4991242.0,Stone,29625.6,84.38,No,No,Yes,Roadways,No,Working Class,Yes,2018-06-24,2018-06-26,"East Julia, CO 36716",-88316.02,-2,2018-06,06,CO,528.0,0.005935516650965832
fffe3600310039003300,Esther Simmons,0.27,10.0,4.0,11909.0,Stone,29.47,28.18,Yes,No,No,Waterways,No,Working Class,No,2019-04-29,2019-04-26,"Jimenezfurt, WY 87107",-329.2,3,2019-04,04,WY,40.0,0.002474599042740784
fffe3800350033003500,Pete Oh,0.1,37.0,9.0,239463.0,Marble,771.98,64.64,No,No,No,Roadways,Yes,Working Class,No,2018-09-23,2018-09-22,APO AE 89114,-1924.3,1,2018-09,09,AP,333.0,0.0032237965781770047
fffe3900360036003600,Ralph Mangum,0.11,19.0,14.0,7976.0,Bronze,7.1,82.84,No,Yes,No,Roadways,No,Wealthy,No,2017-02-10,2017-02-14,"North Sarah, OR 85972",-425.64,-4,2017-02,02,OR,266.0,0.0008901705115346038
fffe3500380035003600,Jennifer Johnson,0.54,20.0,8.0,65103.0,Stone,165.05,86.65,No,No,Yes,Roadways,No,Wealthy,No,2019-04-11,2019-04-13,DPO AE 79107,-1354.11,-2,2019-04,04,DP,160.0,0.002535213431024684
fffe3300370038003200,Kathryn Dodge,0.59,20.0,9.0,198.0,Wood,5.56,15.76,No,Yes,No,Airways,No,Wealthy,No,2018-11-10,2018-11-07,"Sanchezborough, MI 63030",-318.74,3,2018-11,11,MI,180.0,0.028080808080808078
fffe320030003900,Laura Price,0.11,20.0,9.0,216919.0,Marble,263.03,46.56,Yes,No,Yes,Waterways,No,Working Class,No,2017-07-06,2017-07-06,"East Stephanie, WY 49027",-708.99,0,2017-07,07,WY,180.0,0.0012125724348720029
fffe3900360035003300,John Blair,0.66,9.0,5.0,184.0,Aluminium,6.9,10.48,No,No,No,Roadways,No,Working Class,No,2016-11-10,2016-11-07,FPO AE 03279,-244.61,3,2016-11,11,FP,45.0,0.0375
fffe3600360032003400,Georgia Andrus,0.57,29.0,9.0,745770.0,Stone,3403.92,30.87,Yes,Yes,Yes,Airways,No,Working Class,No,2018-11-15,2018-11-13,"Dudleyview, NM 25088",-39680.72,2,2018-11,11,NM,261.0,0.004564302667042118
fffe3200320035003600,Ma Sova,0.43,24.0,8.0,261562.0,Marble,1562.1,91.58,Yes,No,No,Waterways,No,Working Class,No,2016-12-31,2016-12-31,"North Elizabeth, AR 06294",-2296.74,0,2016-12,12,AR,192.0,0.005972197796315979
fffe36003800,Mark Davis,0.7130290572234387,10.0,4.0,174.0,Wood,6.63,19.61,Yes,No,No,Waterways,No,Working Class,No,2016-06-10,2016-06-13,FPO AP 74160,-279.16,-3,2016-06,06,FP,40.0,0.03810344827586207
fffe3400350031003200,Chris Gomez,0.2,25.0,9.0,7901.0,Brass,8.56,93.59,No,No,No,Waterways,No,Working Class,Yes,2017-10-03,2017-10-04,"West Raymondfurt, VT 08481",-547.81,-1,2017-10,10,VT,225.0,0.0010834071636501709
fffe3400300031003000,Nicole Bice,0.47,28.0,15.0,985.0,Aluminium,6.76,19.83,No,No,Yes,Roadways,No,Working Class,No,2017-02-05,2017-02-01,"Lake Bradleyside, IA 95560",-371.82,4,2017-02,02,IA,420.0,0.006862944162436548
fffe320038003600,Marian Castillo,0.51,16.0,8.0,63720.0,Stone,151.19,59.22,No,No,Yes,Roadways,No,Wealthy,Yes,2018-05-23,2018-05-23,"Justinmouth, MN 41168",-1087.36,0,2018-05,05,MN,128.0,0.002372724419334589
fffe3100300038003400,Cheyenne Witt,0.67,17.0,6.0,182.0,Wood,6.0,11.04,No,No,No,Roadways,No,Wealthy,No,2016-02-07,2016-02-08,"Olsonport, CO 96580",-280.22,-1,2016-02,02,CO,102.0,0.03296703296703297
fffe3800390030003700,Eunice Winkler,0.56,20.0,8.0,53954.0,Marble,162.93,99.06,No,Yes,No,Airways,No,Working Class,No,2019-03-05,2019-03-09,"West Dakotaburgh, NH 74823",-1358.73,-4,2019-03,03,NH,160.0,0.003019794639878415
fffe3700370037003600,Henry Humphrey,0.25,10.0,4.0,4900.0,Marble,25.83,18.35,Yes,Yes,Yes,Airways,No,Wealthy,No,2017-04-30,2017-04-27,"Savannahland, SC 44156",-358.92,3,2017-04,04,SC,40.0,0.005271428571428571
fffe38003100,Viola Lackland,0.31,13.0,7.0,449.0,Aluminium,4.91,24.67,No,No,Yes,Airways,No,Working Class,No,2018-10-01,2018-10-01,DPO AA 66525,-214.15,0,2018-10,10,DP,91.0,0.010935412026726057
fffe3200310033003600,Robert Torres,0.57,6.0,4.0,79.0,Clay,4.71,22.24,No,No,No,Roadways,Yes,Wealthy,No,2017-04-10,2017-04-10,APO AA 74413,-241.48,0,2017-04,04,AP,24.0,0.05962025316455696
fffe3500350031003600,Michael Doyle,0.01,20.0,5.0,88.0,Wood,6.51,22.49,Yes,No,No,Waterways,No,Working Class,No,2018-02-03,2018-02-06,"Lopezton, WV 10067",-128.38,-3,2018-02,02,WV,100.0,0.07397727272727272
fffe3200380038003500,Alejandro Reyes,0.68,8.0,5.0,301.0,Clay,4.38,20.36,Yes,No,No,Waterways,Yes,Working Class,No,2018-04-01,2018-03-31,"Lake Anthony, OK 74169",-280.42,1,2018-04,04,OK,40.0,0.014551495016611295
fffe3800320035003100,Amber Gutierrez,0.23,16.0,8.0,358.0,Aluminium,3.26,13.82,Yes,No,No,Airways,No,Wealthy,Yes,2017-10-15,2017-10-12,"Finleyville, WV 40409",-179.32,3,2017-10,10,WV,128.0,0.009106145251396648
fffe3700320035003300,Stefan Moquin,0.52,36.0,17.0,593.0,Wood,3.86,17.0,No,No,Yes,Roadways,No,Working Class,No,2018-10-20,2018-10-24,APO AP 74070,-288.58,-4,2018-10,10,AP,612.0,0.006509274873524451
fffe3900320032003700,Magdalena Jordan,0.59,22.0,15.0,16046.0,Brass,99.52,89.55,Yes,No,Yes,Waterways,No,Working Class,No,2015-06-28,2015-06-28,APO AP 17205,-4895.23,0,2015-06,06,AP,330.0,0.006202168764801196
fffe380033003800,Gail Stalvey,0.01,16.0,7.0,1002.0,Clay,4.15,22.03,No,No,No,Roadways,Yes,Working Class,No,2015-11-01,2015-10-31,"Hillstad, HI 53450",-156.3,1,2015-11,11,HI,112.0,0.004141716566866268
fffe3700330031003500,Luna Jones,0.93,29.0,8.0,7757.0,Bronze,24.29,78.75,Yes,No,No,Airways,No,Working Class,No,2017-04-07,2017-04-07,FPO AA 77937,-2944.95,0,2017-04,04,FP,232.0,0.003131365218512311
fffe3100320036003700,James Chessman,0.58,20.0,5.0,71.0,Aluminium,4.28,19.83,No,No,No,Roadways,No,Working Class,Yes,2016-09-14,2016-09-16,"Perezfort, RI 47397",-205.19,-2,2016-09,09,RI,100.0,0.06028169014084507
fffe3400390034003300,George Trovillion,0.86,49.0,17.0,196893.0,Brass,116.3,81.85,Yes,No,Yes,Waterways,No,Working Class,No,2018-01-26,2018-01-24,"Andrewtown, LA 46069",-5364.93,2,2018-01,01,LA,833.0,0.0005906761540532167
fffe380032003200,Constance Anderson,0.27,6.0,5.0,355.0,Wood,3.14,15.04,No,No,Yes,Roadways,No,Wealthy,No,2016-09-11,2016-09-11,"Port Zacharychester, AR 48147",-181.02,0,2016-09,09,AR,30.0,0.008845070422535212
fffe3500300032003700,Rene Anderson,0.17,20.0,7.0,3669.0,Bronze,5.13,11.07,No,No,No,Roadways,No,Working Class,Yes,2018-09-29,2018-09-28,"North Trevorburgh, DE 50456",-152.23,1,2018-09,09,DE,140.0,0.0013982011447260833
fffe3400300035003900,Michael Johnson,0.54,36.0,8.0,61696.0,Brass,61.6,48.17,No,No,Yes,Roadways,No,Working Class,No,2017-05-07,2017-05-11,DPO AE 21619,-1731.53,-4,2017-05,05,DP,288.0,0.0009984439834024895
fffe3800390035003300,Verla Vidinha,0.07,9.0,4.0,74.0,Clay,6.77,11.75,No,No,Yes,Roadways,Yes,Working Class,Yes,2015-04-02,2015-03-31,"Fritzborough, ID 36011",-137.87,2,2015-04,04,ID,36.0,0.09148648648648648
fffe3900340039003800,Bill Diaz,0.51,8.0,4.0,215.0,Clay,6.25,23.85,No,No,No,Roadways,Yes,Wealthy,No,2018-11-06,2018-11-09,"Allenstad, CT 17091",-263.23,-3,2018-11,11,CT,32.0,0.029069767441860465
fffe3200380038003800,Elizabeth Garcia,0.59,16.0,8.0,4679.0,Brass,10.08,19.77,Yes,No,No,Airways,No,Working Class,No,2018-08-09,2018-08-08,"Thomasland, MS 33680",-380.91,1,2018-08,08,MS,128.0,0.00215430647574268
fffe3500340032003300,Asha Wilson,0.29,24.0,12.0,2443.0,Clay,5.18,15.8,No,No,Yes,Airways,Yes,Wealthy,No,2019-06-16,2019-06-12,"Boonemouth, CO 65200",-300.68,4,2019-06,06,CO,288.0,0.002120343839541547
fffe3300310037003100,Alejandro Hagan,0.17,47.0,23.0,5624.0,Aluminium,19.82,63.79,No,No,No,Roadways,No,Working Class,No,2015-07-01,2015-07-01,"Christinamouth, ND 71887",-392.2,0,2015-07,07,ND,1081.0,0.003524182076813656
fffe3300380034003500,Irene Holland,0.6,20.0,8.0,160742.0,Marble,554.72,92.44,No,No,Yes,Roadways,No,Working Class,No,2017-04-12,2017-04-12,FPO AE 57119,-5651.15,0,2017-04,04,FP,160.0,0.0034509960060220726
fffe3100370031003700,Susan Macdonald,0.98,15.0,7.0,3872.0,Brass,5.49,20.04,Yes,Yes,No,Airways,No,Wealthy,Yes,2019-02-28,2019-03-04,"Lake Brandon, WY 10319",-963.88,-4,2019-02,02,WY,105.0,0.0014178719008264464
fffe3700310038003400,Pauline Taylor,0.3,22.0,9.0,345055.0,Stone,365.28,54.25,Yes,No,No,Waterways,No,Working Class,No,2015-11-22,2015-11-20,"Robertburgh, IA 04749",-1297.25,2,2015-11,11,IA,198.0,0.00105861384416977
fffe370034003300,Gerald Elliott,0.25,15.0,6.0,553.0,Clay,3.03,18.09,Yes,No,No,Waterways,Yes,Wealthy,No,2015-05-16,2015-05-16,"South Codyland, FL 15621",-182.92,0,2015-05,05,FL,90.0,0.005479204339963834
fffe3500380039003300,Gary Lamb,0.7221992455503802,39.0,7.0,1073.0,Aluminium,3.6,23.31,No,No,Yes,Roadways,No,Working Class,Yes,2018-06-05,2018-06-01,APO AA 77325,-269.88,4,2018-06,06,AP,273.0,0.0033550792171481826
fffe3600370038003900,Donald Couture,0.31,7.0,5.0,415.0,Bronze,5.75,22.0,No,No,Yes,Airways,No,Working Class,No,2019-01-08,2019-01-07,"East Steven, VA 75019",-210.45,1,2019-01,01,VA,35.0,0.013855421686746987
fffe3200300032003100,William Melgar,0.12,26.0,8.0,583.0,Wood,3.5,16.83,Yes,No,Yes,Waterways,No,Working Class,No,2017-04-23,2017-04-24,"Lake Rebecca, SC 05690",-140.38,-1,2017-04,04,SC,208.0,0.006003430531732418
fffe360038003200,Luanne Bohr,0.61,31.0,8.0,507253.0,Stone,1377.26,45.19,Yes,Yes,Yes,Airways,No,Wealthy,No,2019-04-21,2019-04-17,"Solisfurt, WA 42172",-12359.84,4,2019-04,04,WA,248.0,0.002715134262389774
fffe3100350034003900,John Stapleton,0.49095805062895514,43.0,13.0,1954301.0,Stone,839.18,92.25,No,Yes,No,Airways,No,Wealthy,No,2017-07-04,2017-07-07,"Coleberg, NH 17679",-8617.36,-3,2017-07,07,NH,559.0,0.00042940161213651324
fffe3500330030003900,Heidi Wengel,0.7501952870289587,18.0,8.0,5263.0,Brass,7.86,55.05,No,No,Yes,Roadways,No,Working Class,No,2015-06-25,2015-06-23,"Scottfurt, VT 77337",-383.26,2,2015-06,06,VT,144.0,0.0014934448033441005
fffe3900330030003600,Maurice Nickels,0.49,7.0,5.0,4736.0,Stone,18.4,23.76,No,Yes,No,Airways,No,Working Class,Yes,2017-01-24,2017-01-28,"Duncanland, MA 27640",-323.55,-4,2017-01,01,MA,35.0,0.003885135135135135
fffe3300320037003300,Jody Johnson,0.68,39.0,15.0,3996.0,Aluminium,11.76,22.39,No,Yes,Yes,Airways,No,Working Class,No,2018-12-16,2018-12-12,"Lake Anthonyview, KS 03241",-836.8,4,2018-12,12,KS,585.0,0.002942942942942943
fffe3400370030003200,Richard Kelley,0.18,15.0,7.0,16227.0,Marble,46.61,54.29,Yes,Yes,Yes,Airways,No,Wealthy,Yes,2016-04-27,2016-04-29,"Marksmouth, KY 91618",-595.73,-2,2016-04,04,KY,105.0,0.0028723732051519073
fffe3100340039003600,William Otto,0.38,44.0,21.0,2663.0,Aluminium,4.43,15.69,No,No,No,Roadways,No,Working Class,Yes,2015-12-24,2015-12-24,"Paceside, WA 64883",-232.86,0,2015-12,12,WA,924.0,0.0016635373638753284
fffe3900330033003900,Susan Engle,0.67,34.0,13.0,3151086.0,Stone,10624.83,44.95,Yes,No,Yes,Waterways,No,Working Class,No,2017-03-27,2017-03-28,"North Sara, WV 25982",-24383.58,-1,2017-03,03,WV,442.0,0.00337179943676561
fffe3500300035003900,Timothy Mckenzie,0.68,15.0,8.0,143739.0,Stone,409.34,72.82,No,No,No,Roadways,No,Working Class,No,2018-03-07,2018-03-05,"South Lisa, ME 65065",-4089.47,2,2018-03,03,ME,120.0,0.002847800527344701
fffe3100350030003000,Kristine Manuel,0.04,35.0,17.0,557.0,Aluminium,5.58,18.45,Yes,No,No,Waterways,No,Working Class,No,2017-05-28,2017-05-31,APO AP 40485,-113.86,-3,2017-05,05,AP,595.0,0.010017953321364452
fffe3200350038003500,Albert Rivard,0.81,20.0,3.0,495.0,Stone,6.11,20.95,Yes,No,No,Waterways,No,Working Class,Yes,2018-10-12,2018-10-08,"Miguelchester, NC 53772",-516.72,4,2018-10,10,NC,60.0,0.012343434343434344
fffe3100320034003400,Melissa Shawler,0.65,32.0,11.0,2135.0,Aluminium,9.97,14.81,No,Yes,Yes,Airways,No,Working Class,No,2018-11-13,2018-11-09,"Hudsonfort, NV 81159",-1157.2,4,2018-11,11,NV,352.0,0.004669789227166277
fffe3700310031003800,Roger Henderson,0.84,18.0,8.0,10381.0,Brass,26.1,45.79,Yes,Yes,No,Airways,No,Working Class,No,2015-09-02,2015-08-29,"Lake Daniel, MD 54192",-1536.89,4,2015-09,09,MD,144.0,0.002514208650419035
fffe3600330039003200,Jennifer Vera,0.69,26.0,12.0,524871.0,Marble,1566.67,59.65,No,No,No,Airways,No,Working Class,No,2016-10-31,2016-11-02,"West Ashleyberg, IA 50994",-4300.25,-2,2016-10,10,IA,312.0,0.002984866757736663
fffe3100340031003100,Charles Plank,0.36,25.0,24.0,14074.0,Clay,34.08,95.89,No,No,Yes,Airways,Yes,Working Class,No,2018-04-18,2018-04-21,"Lake Coreystad, ME 92198",-1165.4,-3,2018-04,04,ME,600.0,0.0024214864288759413
fffe3700390036003600,Shirley Kelley,0.22,8.0,4.0,788.0,Brass,4.22,24.47,No,No,No,Roadways,No,Working Class,No,2016-03-14,2016-03-16,"Lake Debraborough, NH 62172",-179.2,-2,2016-03,03,NH,32.0,0.005355329949238578
fffe3600340038003700,Eloise Wright,0.11,17.0,7.0,133437.0,Stone,210.57,94.13,No,No,Yes,Roadways,No,Working Class,No,2018-03-13,2018-03-11,"Jimmyberg, SD 33975",-1050.81,2,2018-03,03,SD,119.0,0.0015780480676274196
fffe3300310032003300,Michael Allbee,0.6924114851816938,25.0,11.0,1849.0,Aluminium,3.13,15.48,No,Yes,Yes,Airways,No,Wealthy,No,2017-03-06,2017-03-04,"Kylehaven, WA 37785",-556.87,2,2017-03,03,WA,275.0,0.0016928069226608978
fffe3800300032003300,Hazel Hodge,0.58,10.0,4.0,496.0,Bronze,3.06,18.67,No,No,No,Roadways,No,Working Class,No,2017-04-04,2017-04-05,"Lake Michelleburgh, HI 10670",-215.68,-1,2017-04,04,HI,40.0,0.006169354838709677
fffe3300390035003300,Shirley Dwyer,0.17,18.0,6.0,3102.0,Clay,4.71,17.09,No,No,No,Roadways,Yes,Working Class,No,2016-12-16,2016-12-16,DPO AA 10827,-148.42,0,2016-12,12,DP,108.0,0.001518375241779497
fffe3700330034003700,David Jacobs,0.45,9.0,5.0,1247.0,Brass,6.02,13.52,No,No,Yes,Roadways,No,Working Class,No,2018-09-18,2018-09-15,"Changbury, NH 29967",-244.62,3,2018-09,09,NH,45.0,0.004827586206896551
fffe3400350036003300,Troy Longoria,0.4,14.0,8.0,3102.0,Clay,3.79,10.26,No,Yes,Yes,Airways,Yes,Wealthy,No,2019-07-26,2019-07-29,"Port Betty, ME 96374",-213.96,-3,2019-07,07,ME,112.0,0.001221792392005158
fffe390032003500,Willie Blackwell,0.97,30.0,15.0,575.0,Wood,4.58,13.39,No,No,No,Roadways,No,Working Class,No,2015-11-02,2015-10-31,"Martinezport, MD 69892",-708.86,2,2015-11,11,MD,450.0,0.007965217391304348
fffe3100350030003600,Antonio Rodriguez,0.87,19.0,11.0,250244.0,Marble,1383.56,95.79,No,No,No,Roadways,No,Working Class,No,2017-02-21,2017-02-25,"Jamesville, NC 16234",-4083.76,-4,2017-02,02,NC,209.0,0.005528843848403958
fffe3300340031003100,Jane Brown,0.93,30.0,10.0,1016.0,Aluminium,9.89,13.29,Yes,No,No,Waterways,No,Working Class,No,2017-11-28,2017-11-24,"Torresmouth, FL 10307",-3144.43,4,2017-11,11,FL,300.0,0.009734251968503938
fffe3700380032003100,Dorothy Nerad,0.38,12.0,8.0,2112.0,Bronze,4.16,17.29,Yes,No,No,Airways,No,Working Class,Yes,2019-04-03,2019-04-01,"Elizabethchester, NH 42816",-251.07,2,2019-04,04,NH,96.0,0.00196969696969697
fffe3800360035003300,Mitchell Gates,0.5,16.0,6.0,1171.0,Brass,3.34,18.85,No,No,No,Airways,No,Working Class,Yes,2019-03-06,2019-03-09,"Port Brian, ID 76556",-236.89,-3,2019-03,03,ID,96.0,0.002852263023057216
fffe320039003800,Dennis Rossetti,0.18,15.0,6.0,477.0,Clay,6.35,15.4,Yes,No,No,Airways,Yes,Working Class,Yes,2016-07-02,2016-06-29,"West Raymondbury, CO 71098",-189.24,3,2016-07,07,CO,90.0,0.013312368972746331
fffe3600360036003600,Mike Violette,0.38,56.0,17.0,50809.0,Bronze,47.18,67.44,No,No,Yes,Waterways,No,Working Class,No,2017-12-25,2017-12-25,FPO AA 76709,-1030.25,0,2017-12,12,FP,952.0,0.0009285756460469601
fffe360035003700,Kenny Gordon,0.88,25.0,17.0,768813.0,Marble,3929.77,55.12,No,No,Yes,Roadways,No,Working Class,Yes,2018-03-27,2018-03-24,"West Vanessabury, ND 83002",-28508.63,3,2018-03,03,ND,425.0,0.005111477043182152
fffe3700360030003000,Cristina Putman,0.22,23.0,13.0,345.0,Wood,6.23,22.3,No,Yes,Yes,Airways,No,Wealthy,No,2016-10-21,2016-10-21,"West Katie, WI 12237",-225.61,0,2016-10,10,WI,299.0,0.018057971014492753
fffe3100340031003900,Bernice Werth,0.43,20.0,14.0,2851.0,Aluminium,6.55,22.15,No,Yes,No,Airways,No,Wealthy,Yes,2019-06-29,2019-06-30,"Larsenbury, NH 80161",-390.57,-1,2019-06,06,NH,280.0,0.002297439494914065
fffe3400330030003600,Pearl Tindol,0.49,16.0,8.0,944.0,Clay,5.49,16.52,No,No,No,Roadways,Yes,Working Class,No,2016-05-27,2016-05-30,DPO AP 87143,-215.42,-3,2016-05,05,DP,128.0,0.005815677966101695
fffe3900380033003100,Genevieve Dawson,0.88,24.0,15.0,799475.0,Marble,2896.76,54.34,Yes,Yes,No,Airways,No,Working Class,No,2015-05-12,2015-05-12,"Vaughnside, OH 51731",-20923.0,0,2015-05,05,OH,360.0,0.003623327808874574
fffe3300380033003300,Tommy Mcmanus,0.64,10.0,4.0,3102.0,Marble,31.69,91.98,Yes,No,Yes,Waterways,No,Working Class,No,2018-07-20,2018-07-20,"South Virginia, MN 62580",-1043.72,0,2018-07,07,MN,40.0,0.010215989684074792
fffe3900380039003500,Calvin Rothenbach,0.03,41.0,9.0,494.0,Wood,5.58,18.88,No,Yes,Yes,Airways,No,Wealthy,No,2019-02-08,2019-02-09,"Port Brittney, VA 80458",-156.01,-1,2019-02,02,VA,369.0,0.011295546558704454
fffe3200340036003700,Lester Flores,0.28,37.0,20.0,9467.0,Clay,20.41,27.4,No,Yes,No,Airways,Yes,Working Class,No,2016-08-26,2016-08-25,"Wilsonstad, CT 46259",-428.22,1,2016-08,08,CT,740.0,0.0021559100031689027
fffe3300350037003500,Charles Decker,0.4813917206325385,35.0,13.0,3102.0,Brass,88.84,34.46,No,No,No,Roadways,No,Working Class,No,2017-03-30,2017-04-02,"Obrienside, MT 61007",-2135.3,-3,2017-03,03,MT,455.0,0.02863958736299162
fffe380031003500,Taylor Bodi,0.86,14.0,7.0,3694.0,Brass,8.3,17.02,No,Yes,Yes,Airways,No,Working Class,Yes,2016-10-03,2016-10-07,"Lake Rachel, WA 97334",-1494.4,-4,2016-10,10,WA,98.0,0.002246886843530049
fffe3300300038003300,Joseph Forsyth,0.99,8.0,8.0,149.0,Aluminium,6.92,21.85,No,No,No,Waterways,No,Working Class,No,2018-01-17,2018-01-19,"Alejandrashire, WI 87220",-626.73,-2,2018-01,01,WI,64.0,0.04644295302013423
fffe3800390039003600,Shanna Davison,0.27,37.0,16.0,7365.0,Clay,28.53,29.16,Yes,No,Yes,Waterways,Yes,Working Class,No,2015-01-10,2015-01-14,"East Abigailstad, MA 42359",-336.53,-4,2015-01,01,MA,592.0,0.003873727087576375
fffe3900330030003800,Richard Ortega,0.42,24.0,17.0,4848.0,Clay,32.42,23.52,Yes,No,Yes,Airways,Yes,Wealthy,No,2015-04-11,2015-04-12,"Samanthaburgh, WY 19962",-552.54,-1,2015-04,04,WY,408.0,0.0066872937293729375
fffe3800370031003000,Donald Cruz,0.3,23.0,10.0,1153.0,Aluminium,3.71,20.65,No,No,No,Roadways,No,Working Class,No,2019-03-17,2019-03-14,"South Robertfurt, MS 12218",-199.1,3,2019-03,03,MS,230.0,0.003217692974848222
fffe3500300038003300,Jerry Crump,0.99,30.0,7.0,1104.0,Aluminium,5.91,14.04,Yes,No,Yes,Waterways,No,Working Class,No,2015-09-24,2015-09-28,"Williamsborough, IL 67534",-801.86,-4,2015-09,09,IL,210.0,0.005353260869565218
fffe3700310039003700,Kayla Monteiro,0.34,23.0,12.0,450.0,Wood,4.95,24.48,No,No,No,Roadways,No,Working Class,No,2017-12-14,2017-12-15,"Lloydbury, IA 05536",-211.1,-1,2017-12,12,IA,276.0,0.011000000000000001
fffe380031003000,Beverley Lang,0.5627704835363108,13.0,7.0,51068.0,Stone,153.97,71.73,No,Yes,No,Airways,No,Wealthy,No,2019-02-26,2019-03-01,"Robertsberg, NC 46189",-687.11,-3,2019-02,02,NC,91.0,0.003014999608365317
fffe310033003300,Melina Coppola,0.51,29.0,10.0,1996.0,Aluminium,11.45,20.82,Yes,No,Yes,Waterways,No,Working Class,No,2015-06-20,2015-06-22,"Marymouth, CA 27970",-330.13,-2,2015-06,06,CA,290.0,0.005736472945891784
fffe310037003800,Robert Latham,0.36,9.0,5.0,63.0,Wood,4.3,11.28,No,No,No,Roadways,No,Working Class,No,2016-06-27,2016-06-29,"Lake Chris, CT 07345",-112.03,-2,2016-06,06,CT,45.0,0.06825396825396825
